@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Derivatives_2_2_1.0 numeric
@attribute Derivatives_3_3_1.0 numeric
@attribute Derivatives_4_4_1.0 numeric
@attribute Derivatives_5_5_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Derivatives_2_2_2.0 numeric
@attribute Derivatives_3_3_2.0 numeric
@attribute Derivatives_4_4_2.0 numeric
@attribute Derivatives_5_5_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Derivatives_2_2_4.0 numeric
@attribute Derivatives_3_3_4.0 numeric
@attribute Derivatives_4_4_4.0 numeric
@attribute Derivatives_5_5_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Derivatives_2_2_8.0 numeric
@attribute Derivatives_3_3_8.0 numeric
@attribute Derivatives_4_4_8.0 numeric
@attribute Derivatives_5_5_8.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Derivatives_2_2_16.0 numeric
@attribute Derivatives_3_3_16.0 numeric
@attribute Derivatives_4_4_16.0 numeric
@attribute Derivatives_5_5_16.0 numeric
@attribute class {vessel,nonvascular,background}

@data
136,67.54258,136.109741,68.160049,-0.687245,1.723974,-8.208742,5.291376,136.190979,68.856392,-0.081238,0.080288,0.027792,0.003549,0.043353,134.218369,52.067177,1.891373,1.97261,0.026713,0.000023,0.000009,-0.000049,129.010391,15.803192,7.09935,7.180588,5.207977,0.000836,-0.000009,0.000002,0,128.578629,17.202343,7.531113,7.61235,5.63974,0.431763,0.000026,-0.000001,0,0,nonvascular
127,104,126.676849,101.936455,0.702022,-0.412508,0.302701,-3.757889,124.865952,89.014038,1.810898,-0.038898,0.021814,0.020169,0.025039,124.181885,64.49749,2.494965,0.684067,0.016213,0.000493,-0.000321,-0.000002,125.475639,23.971493,1.20121,-0.609688,-1.293755,0.001317,-0.000021,0.000003,0,129.726425,16.157278,-3.049576,-4.860474,-5.54454,-4.250786,0.000054,-0.000001,0,0,nonvascular
127,104,126.676826,101.934891,0.70487,0.047014,0.12352,2.401166,124.705887,88.820305,1.97094,-0.039877,0.008516,0.033567,-0.010596,122.67675,63.896061,4.000076,2.029137,0.012483,0.001147,-0.000272,0.000035,124.596657,26.595413,2.08017,0.10923,-1.919907,0.001318,-0.000037,0.000002,0,131.54567,17.766058,-4.868843,-6.839783,-8.868919,-6.949013,0.000066,-0.000001,0,0,nonvascular
127,104,126.676826,102.055946,-0.024502,-0.365975,2.143093,0.423566,124.687668,89.343964,1.989159,-0.060128,-0.0221,0.000373,-0.041624,122.357292,64.147652,4.319534,2.330376,0.009194,0.001574,-0.000096,0.00007,124.50985,30.957321,2.166977,0.177818,-2.152557,0.00135,-0.000053,0.000002,0,133.404709,19.551418,-6.727882,-8.717041,-11.047417,-8.894859,0.000077,-0.000001,0,0,nonvascular
127,104,126.676888,101.886459,-1.190712,-1.359238,-5.561648,-3.199426,124.901413,89.070816,1.775475,-0.036472,-0.029511,-0.039246,-0.036762,123.26799,65.333549,3.408897,1.633423,0.0066,0.001655,0.00018,0.000094,125.3993,37.29351,1.277588,-0.497887,-2.13131,0.001412,-0.000066,0.000001,0,135.271439,21.339138,-8.594551,-10.370026,-12.003448,-9.872139,0.000088,-0.000001,0,0,nonvascular
115,191.755051,116.293335,181.889069,-0.932442,-2.277522,-16.767233,-32.339733,120.522629,133.276489,-4.229294,0.185701,-0.012225,-0.02645,0.01664,121.232361,86.573326,-4.939026,-0.709732,0.000204,0.000421,0.000661,-0.000006,124.708717,46.10955,-8.415382,-4.186089,-3.476357,0.001727,-0.000067,0.000001,0,136.315552,20.895166,-20.022217,-15.792923,-15.083191,-11.606834,0.000117,-0.000001,0,0,nonvascular
144,174.613861,141.517593,170.507309,5.580156,4.928261,25.140249,60.083717,130.931458,146.56897,10.586136,0.36755,0.064356,0.111805,0.026962,123.395905,98.226471,18.121689,7.535553,-0.006171,0.001145,0.000333,0.000087,126.032814,44.708233,15.484779,4.898643,-2.636909,0.001693,-0.000052,0,0,135.771866,18.66531,5.745728,-4.840408,-12.375961,-9.739052,0.000135,-0.000001,0,0,nonvascular
146,99.609238,144.904373,100.669357,3.919899,-0.664827,2.550085,-26.324215,138.070938,103.846855,6.833435,0.33353,0.167566,0.085735,0.043116,129.776718,83.688576,15.127655,8.29422,-0.004993,0.00184,0.000083,0.000154,129.345062,43.366253,15.559311,8.725876,0.431656,0.001585,-0.000048,-0.000001,0,136.021591,19.471024,8.882782,2.049347,-6.244873,-6.676529,0.000139,-0.000001,0,0,nonvascular
142,69.007248,141.634811,68.275459,-0.076404,-1.031945,-5.864567,-6.447111,139.302094,66.062996,2.332718,0.139561,0.179532,-0.005095,0.026575,134.574036,61.484081,7.060776,4.728058,-0.002622,0.002389,-0.000213,0.000179,132.086258,38.296108,9.548553,7.215836,2.487778,0.001424,-0.000042,-0.000001,0,135.783875,20.728823,5.850937,3.518219,-1.209839,-3.697617,0.000142,-0.000001,0,0,nonvascular
142,35.693138,141.678543,35.553329,-1.745396,0.958762,-1.520752,8.843358,140.058685,35.364006,1.619858,-0.065941,0.107369,-0.060235,0.002656,137.525864,37.738525,4.152679,2.532822,0.001204,0.002718,-0.000436,0.000156,133.611694,31.491821,8.066849,6.446991,3.914169,0.001201,-0.000034,-0.000002,0,134.970261,22.691027,6.708282,5.088425,2.555603,-1.358566,0.000143,-0.000001,0,0,nonvascular
140,11.661903,139.84819,12.985701,-0.000025,-1.674381,1.129414,-4.994225,139.122253,19.324463,0.725937,0.067188,0.005687,-0.003855,-0.062667,136.587753,20.725515,3.260437,2.5345,0.008059,0.001845,-0.000236,0.000097,130.79213,15.311897,9.056061,8.330124,5.795624,0.00071,-0.000011,-0.000002,0,131.261963,20.389502,8.586227,7.860291,5.32579,-0.469833,0.00014,-0.000001,0,0,nonvascular
140,5.656854,139.993439,7.676748,-0.643434,-1.63115,-3.912621,-15.37816,139.489471,18.773846,0.503967,0.216717,-0.028686,-0.034893,-0.016822,135.430954,31.646027,4.562485,4.058517,0.024178,-0.000547,0.000483,-0.00008,125.061462,38.636562,14.931976,14.428009,10.369492,-0.000211,0.000016,-0.000003,0,125.216225,23.904846,14.777214,14.273247,10.214729,-0.154762,0.000126,-0.000001,0,0,nonvascular
140,75.166481,139.140259,76.863625,1.35169,-3.106835,-6.723854,-36.330883,133.481461,85.893974,5.658798,0.30975,0.022729,0.024622,-0.00437,124.124504,89.62664,15.015755,9.356956,0.024143,-0.000079,0.000687,-0.000005,114.22155,70.065804,24.918709,19.259911,9.902954,-0.001066,0.000032,-0.000003,0,118.385422,30.454573,20.754837,15.096039,5.739082,-4.163872,0.0001,-0.000001,0,0,nonvascular
136,79.309517,135.594406,77.948952,-0.861772,-2.839577,-0.41577,10.902823,133.035034,72.160065,2.559372,0.163892,-0.040113,-0.027756,-0.064702,126.929077,73.774597,8.665329,6.105957,0.01106,-0.000866,0.000337,0.000011,118.163727,66.504173,17.430679,14.871307,8.76535,-0.001014,0.000038,-0.000004,0,119.447533,29.94829,16.146873,13.587502,7.481544,-1.283806,0.000091,-0.000001,0,0,nonvascular
107,90.255196,107.622871,96.036171,1.782791,3.75175,-3.395853,13.221565,108.122856,121.145889,-0.499985,0.254166,0.127275,0.045824,0.039454,103.743362,116.73275,3.879509,4.379494,0.007831,0.003145,0.000462,0.000163,101.566704,87.077843,6.056168,6.556152,2.176659,-0.001588,0.000031,-0.000004,0,111.604065,38.144276,-3.981194,-3.481209,-7.860703,-10.037361,0.000065,0,0,0,nonvascular
107,58.821766,106.752274,62.905674,1.298081,2.305722,-4.87617,5.850209,103.665627,81.461754,3.086647,0.204801,0.131655,0.00185,0.034037,99.822723,95.914436,6.92955,3.842903,-0.006781,0.00427,0.000371,0.000181,100.249374,89.238541,6.502899,3.416252,-0.426651,-0.001538,0.000021,-0.000004,0,109.97718,42.713825,-3.224907,-6.311554,-10.154457,-9.727806,0.000038,0,0,0,nonvascular
102,123.822456,100.887329,121.792778,1.848896,4.744047,10.164786,54.115986,96.414375,112.915428,4.472954,0.315756,0.12311,0.032275,0.055497,91.506706,107.515205,9.380623,4.907669,-0.003795,0.005394,0.000542,0.000169,92.55909,93.200851,8.328239,3.855286,-1.052383,-0.001624,0.000012,-0.000003,0,105.551178,45.517715,-4.663849,-9.136803,-14.044472,-12.992088,0.000021,0,0,0,nonvascular
105,22.671568,104.954628,25.524225,0.982494,-0.475302,4.19329,-12.756092,104.081497,43.387024,0.873131,0.249084,0.035054,0.013137,-0.018703,100.931519,77.605324,4.023109,3.149979,-0.016225,0.00439,0.000438,0.00015,101.810188,90.656242,3.14444,2.271309,-0.87867,-0.001282,0.000002,-0.000004,0,109.410225,47.264542,-4.455597,-5.328728,-8.478706,-7.600037,0.00001,0,0,0,nonvascular
105,30.594116,104.646179,35.252777,1.17696,-1.256042,0.016795,21.468256,102.402145,61.772472,2.244034,0.357697,0.020205,0.064739,-0.023198,96.493927,92.462883,8.152252,5.908218,-0.007298,0.005428,0.000646,0.000137,95.700821,94.189491,8.945358,6.701324,0.793106,-0.001281,-0.00001,-0.000003,0,105.055267,49.739548,-0.409088,-2.653122,-8.56134,-9.354446,-0.000008,0,0,0,nonvascular
105,63.071388,104.490669,68.043777,2.077324,-0.390414,-7.888303,-22.15521,100.093292,92.632523,4.397377,0.329037,0.034112,0.080948,0.002994,92.064438,109.96489,12.426231,8.028854,0.001919,0.005935,0.000682,0.000111,90.27317,97.42469,14.217499,9.820122,1.791267,-0.001207,-0.00002,-0.000002,0,100.56282,51.41193,3.927849,-0.469528,-8.498383,-10.28965,-0.000026,0,0,0,nonvascular
105,11.401754,105.075905,16.554747,-1.215165,-2.752443,-1.746537,-9.535866,105.221176,47.413097,-0.145271,0.177517,0.041872,-0.007518,0.000065,103.400742,86.321434,1.675163,1.820435,-0.004021,0.004913,0.000688,0.00013,101.329651,93.630112,3.746254,3.891525,2.071091,-0.000818,-0.000039,-0.000003,0,105.432091,53.115658,-0.356186,-0.210915,-2.031349,-4.10244,-0.000037,0,0,0,nonvascular
105,46.238514,104.94165,51.561321,-0.609289,0.902107,-4.646429,-21.475294,103.930908,79.548676,1.010742,0.107263,0.105651,-0.017614,0.073756,101.215569,103.106483,3.726082,2.71534,0.010188,0.005551,0.000683,0.000127,97.252289,96.116241,7.689362,6.678619,3.96328,-0.000709,-0.000048,-0.000002,0,101.036613,54.371796,3.905037,2.894295,0.178955,-3.784325,-0.000056,0.000001,0,0,nonvascular
107,69.641945,107.678574,70.109634,-2.097069,0.302458,-6.394456,11.151512,111.242805,74.760948,-3.564232,0.025918,0.047666,-0.052988,0.029015,112.563751,84.0439,-4.885178,-1.320946,0.004781,0.004038,0.000656,0.000143,108.299385,88.938271,-0.620811,2.94342,4.264366,-0.000331,-0.000071,-0.000002,0,106.390785,55.140797,1.287788,4.85202,6.172966,1.9086,-0.000065,0.000001,0,0,nonvascular
113,86.821655,113.392448,86.218666,0.360418,-1.360804,-1.832078,-18.192738,114.822266,88.311249,-1.429817,0.064544,0.035628,-0.000317,0.023323,112.79081,94.079674,0.601639,2.031456,0.022659,0.004678,0.000675,0.000141,105.065895,89.527962,8.326553,9.756371,7.724915,-0.000236,-0.000077,-0.000001,0,102.063309,55.90591,11.32914,12.758957,10.727501,3.002586,-0.000083,0.000001,0,0,nonvascular
127,92.973114,126.544655,90.168175,0.861482,-2.385522,6.889903,-9.689867,124.994141,75.493698,1.550514,0.061683,-0.042059,0.012461,-0.024355,122.929695,69.499855,3.61496,2.064445,0.01644,0.002838,0.000635,0.000146,115.112137,78.443619,11.432518,9.882004,7.817558,0.000068,-0.000101,-0.000001,0,107.612434,55.578014,18.93222,17.381706,15.317261,7.499702,-0.000091,0.000001,0,0,nonvascular
136,34.058773,135.63974,33.974178,-0.24004,1.733855,-0.12804,13.90883,133.730453,34.711731,1.909286,0.085046,-0.037123,0.005834,0.023965,130.655838,39.285122,4.983902,3.074615,0.026927,0.001473,0.000681,0.000124,120.202652,62.917534,15.437088,13.527802,10.453186,0.000276,-0.000124,0,0,108.797775,54.433029,26.841965,24.932678,21.858063,11.404877,-0.000114,0.000001,0,0,nonvascular
136,24.698177,135.725403,24.533447,0.149847,-0.906515,1.400264,-25.370977,134.413132,24.505249,1.312271,0.122846,-0.042256,-0.019083,0.032276,131.246185,32.415142,4.479218,3.166946,0.044645,0.002101,0.000835,0.000094,116.984306,59.253967,18.741096,17.428825,14.261879,0.000219,-0.000118,0.000001,0,104.55378,54.12701,31.171623,29.859352,26.692406,12.430527,-0.00013,0.000001,0,0,nonvascular
136,0,135.999954,0.259598,0.673582,0.975553,0.299419,11.824593,135.769241,1.689097,0.230713,0.094158,0.008664,-0.00489,0.053164,133.272858,7.305887,2.727097,2.496384,0.031606,0.000395,0.000758,0.000088,122.334007,46.473804,13.665947,13.435234,10.93885,0.000215,-0.000135,0.000001,0,109.712051,51.886547,26.287903,26.05719,23.560806,12.621956,-0.000133,0.000002,0,0,nonvascular
136,28,135.717209,28.771118,1.107693,0.139081,0.390729,-1.349579,133.955307,33.400379,1.761902,0.161196,-0.003155,0.030051,0.039587,130.27829,34.948307,5.438919,3.677017,0.027159,0.000134,0.00077,0.000057,120.999702,36.068115,14.717506,12.955605,9.278587,-0.000146,-0.000132,0,0,110.218414,48.201618,25.498795,23.736893,20.059875,10.781288,-0.000146,0.000002,0,0,nonvascular
115,132,114.797981,131.493988,0.50711,-0.720751,-0.691817,-17.880203,113.318832,124.283562,1.479149,0.102695,0.01437,0.030301,0.018827,111.512779,89.589897,3.285202,1.806053,-0.009943,-0.000052,0.000405,0.000032,114.5588,42.915115,0.239182,-1.239967,-3.046021,-0.00119,-0.000111,-0.000002,0,113.796326,40.518894,1.001656,-0.477493,-2.283546,0.762474,-0.000148,0.000002,0,0,nonvascular
115,126.142776,114.7882,125.585327,-0.039636,-0.172512,-5.4156,9.290744,112.950897,119.586304,1.837303,0.050623,0.032077,0.014928,0.027505,109.838943,88.369598,4.949257,3.111954,-0.004314,0.0023,0.0004,0.000075,110.533463,35.433403,4.254738,2.417435,-0.694519,-0.001607,-0.000085,-0.000002,0,110.021393,38.398193,4.766808,2.929504,-0.182449,0.51207,-0.000154,0.000002,0,0,nonvascular
96,171.353439,95.775696,165.060608,-0.725041,-1.285329,1.186969,-15.077908,95.607391,130.064865,0.168304,-0.052611,0.048337,-0.00341,0.012627,98.140045,86.951714,-2.364349,-2.532654,-0.020266,0.003496,0.000168,0.000107,104.324959,32.931091,-8.549263,-8.717567,-6.184914,-0.0025,-0.000049,-0.000003,0,109.569054,32.655048,-13.793358,-13.961662,-11.429008,-5.244095,-0.000147,0.000002,0,0,nonvascular
89,106.892471,89.631561,103.665123,0.235531,-2.60985,-0.627298,-18.047705,92.50042,86.53257,-2.868858,0.016934,0.00015,-0.003869,-0.019554,94.972275,64.117928,-5.340714,-2.471855,-0.019611,0.003643,0.000215,0.0001,99.778183,26.051161,-10.146622,-7.277763,-4.805908,-0.003456,0.000012,-0.000004,0,106.940331,23.832211,-17.308769,-14.439911,-11.968056,-7.162148,-0.000131,0.000002,0,0,nonvascular
89,16,89.161652,18.507635,-0.910443,-0.031029,-1.502626,0.273789,90.493408,38.093567,-1.331757,0.039813,-0.004947,-0.017721,-0.012939,93.519493,46.21677,-4.357841,-3.026085,-0.01777,0.002316,0.00033,0.000065,98.239571,25.583027,-9.077919,-7.746162,-4.720078,-0.00389,0.000036,-0.000005,0,107.49321,18.172398,-18.331558,-16.999802,-13.973717,-9.253639,-0.000109,0.000002,0,0,nonvascular
93,46.389652,93.192245,44.594547,-0.362385,-1.676983,-1.328947,-19.88838,94.368706,40.908745,-1.17646,0.044436,0.001387,-0.004122,0.006758,97.286583,40.712051,-4.094337,-2.917877,-0.011897,0.001505,0.000353,0.000044,100.51693,26.895611,-7.324684,-6.148224,-3.230347,-0.003718,0.000054,-0.000005,0,106.64621,17.283907,-13.453964,-12.277504,-9.359627,-6.12928,-0.000101,0.000002,0,0,nonvascular
93,34.525352,92.969437,33.818169,-0.490356,-0.91229,0.066899,-0.527336,93.232712,29.502775,-0.263275,0.061019,-0.011749,-0.015318,-0.024081,94.509575,31.497946,-1.540138,-1.276863,-0.012596,0.000958,0.000421,0.000041,98.31691,26.163572,-5.347473,-5.084198,-3.807335,-0.003972,0.000047,-0.000005,0,108.504562,13.866377,-15.535126,-15.271851,-13.994987,-10.187653,-0.00008,0.000002,0,0,nonvascular
96,34.98571,96.334152,33.751865,-0.436247,-0.847589,-8.262913,-5.369802,97.089188,28.326693,-0.755035,0.043705,-0.005461,0.007182,-0.00228,97.665703,29.020033,-1.331551,-0.576515,-0.009677,0.000469,0.000358,0.000035,101.264938,28.910538,-4.930786,-4.175751,-3.599236,-0.003616,0.000057,-0.000005,0,108.413231,14.613562,-12.079079,-11.324043,-10.747528,-7.148293,-0.000069,0.000001,0,0,nonvascular
96,8.485281,96.009834,9.14957,-0.618906,-0.801675,-1.024859,0.472556,96.511894,12.387586,-0.50206,0.048138,0.00407,-0.018417,-0.021861,97.672089,20.135931,-1.662254,-1.160194,-0.006534,0.00002,0.00033,0.000045,101.812416,29.900017,-5.802582,-5.300522,-4.140327,-0.002998,0.00003,-0.000004,0,112.050247,12.742467,-16.040413,-15.538353,-14.378159,-10.237831,-0.000011,0.000001,0,0,nonvascular
96,0,96.000015,0.916634,-0.173094,0.469262,1.853208,10.185638,96.112694,6.75557,-0.112679,0.053199,0.012636,-0.019923,-0.020834,96.960258,17.658821,-0.960243,-0.847565,-0.004502,0.000102,0.000296,0.000049,101.061752,27.744688,-5.061737,-4.949059,-4.101494,-0.002715,0.000012,-0.000004,0,113.216164,11.698812,-17.216148,-17.10347,-16.255905,-12.154411,0.000012,0.000001,0,0,nonvascular
96,12,96.121201,13.197175,-0.368973,-0.296898,0.916571,1.530096,96.910606,19.547646,-0.789406,0.029244,0.009951,-0.018616,-0.018975,98.718285,26.570969,-2.597084,-1.807678,-0.00506,0.000771,0.000165,0.000056,104.458504,31.384979,-8.337303,-7.547897,-5.740219,-0.00162,-0.000014,-0.000002,0,115.459564,13.606766,-19.338364,-18.548958,-16.74128,-11.00106,0.00005,0,0,0,nonvascular
99,44,99.201958,44.049374,0.68552,-0.795117,0.611043,8.752102,100.283958,44.85619,-1.082001,0.018619,0.0036,0.016253,-0.006271,102.63118,44.081074,-3.429222,-2.347221,-0.001333,0.00158,0.000032,0.000061,109.886284,36.229305,-10.684326,-9.602325,-7.255104,0.000122,-0.000059,0,0,118.595238,13.647226,-19.39328,-18.311279,-15.964058,-8.708954,0.000107,0,0,0,nonvascular
107,108.046288,108.064079,105.174828,-0.317828,1.606045,-9.353744,11.461585,111.760422,91.774033,-3.696342,-0.017473,0.046346,-0.00021,0.038622,115.213356,73.761864,-7.149277,-3.452934,0.009655,0.001322,0.000113,0.000032,118.909607,42.525719,-10.845528,-7.149185,-3.696251,0.001728,-0.000091,0.000002,0,121.159065,11.589231,-13.094986,-9.398643,-5.945709,-2.249458,0.000155,-0.000001,0,0,nonvascular
129,120.929733,129.813477,119.695839,0.717064,0.960539,-10.10442,19.387936,131.371887,108.8535,-1.558411,0.088361,0.008657,0.016155,0.02457,129.760529,80.534637,0.052948,1.611359,0.018808,0.000891,0.000225,0.000013,126.451111,40.948189,3.362366,4.920776,3.309418,0.002504,-0.000102,0.000003,0,122.708908,9.90457,7.104568,8.662979,7.05162,3.742203,0.000181,-0.000001,0,0,nonvascular
150,117.200684,148.617737,115.217789,0.147692,0.546899,5.756452,-0.863162,143.39003,104.114075,5.227707,0.122675,-0.058009,-0.004518,-0.025786,138.097153,79.12516,10.520584,5.292877,0.022854,0.000652,0.000226,0.000004,129.700943,39.348225,18.916794,13.689087,8.39621,0.002761,-0.000101,0.000004,0,122.677994,8.003905,25.939743,20.712036,15.419159,7.022949,0.00019,-0.000001,0,0,nonvascular
159,29.698484,158.539719,31.779491,-0.097654,-0.574504,2.928031,21.993597,156.342499,43.650169,2.19722,0.114903,-0.062439,-0.01726,-0.046571,149.790848,48.665081,8.748871,6.551651,0.029308,0.000622,0.000202,0.00003,135.858185,28.166937,22.681534,20.484314,13.932663,0.002996,-0.000095,0.000004,0,123.253044,6.912453,35.286674,33.089455,26.537804,12.605141,0.000207,-0.000001,0,0,nonvascular
159,0,159,1.44052,-1.348671,-1.33526,-3.066598,-11.720655,158.843628,11.262659,0.156372,0.030702,0.048621,-0.037999,0.008808,155.109818,19.247704,3.890182,3.73381,0.03414,0.000926,0.000178,0.000074,140.368317,4.114412,18.631683,18.475311,14.741501,0.002651,-0.000067,0.000003,0,123.348427,9.227726,35.651573,35.495201,31.761391,17.01989,0.000222,-0.000001,0,0,nonvascular
159,8.485281,158.990112,11.851946,0.253817,-0.209406,-0.622535,5.790526,157.994141,30.896133,0.995972,0.160894,-0.026365,-0.001471,-0.043364,152.070374,38.121288,6.919739,5.923767,0.028106,0.000429,0.000263,0.000043,137.446671,25.169424,21.543442,20.54747,14.623703,0.001637,-0.000015,0.000002,0,120.396149,13.865003,38.593964,37.597992,31.674225,17.050522,0.000218,-0.000001,0,0,nonvascular
134,85.988373,134.264725,86.641792,-0.053674,1.390474,-2.362375,14.100816,134.777924,89.651924,-0.513199,0.188841,0.055208,-0.004935,0.02086,131.85199,83.75428,2.412735,2.925934,0.00757,0.001002,0.00024,0.00002,125.167519,46.460869,9.097206,9.610405,6.684471,-0.000116,0.000055,0,0,115.268288,18.454798,18.996437,19.509636,16.583702,9.899231,0.000195,-0.000001,0,0,nonvascular
125,110.018181,124.639725,110.740036,0.259585,-1.092996,-1.98563,-12.240231,122.636093,114.03479,2.003632,0.116388,0.030195,0.028256,0.031045,120.058846,99.716255,4.580879,2.577248,-0.005211,0.00056,-0.000001,0.000002,118.989044,51.86813,5.650681,3.647049,1.069801,-0.000549,0.000069,-0.000001,0,113.001221,19.50713,11.638504,9.634872,7.057625,5.987823,0.000183,-0.000001,0,0,nonvascular
107,156,106.878807,153.819855,1.153769,-0.727848,-1.92425,8.362482,106.101906,137.304504,0.776901,-0.00217,0.031333,0.053943,-0.006751,106.576469,97.808807,0.302338,-0.474564,-0.017189,0.00133,-0.000258,0.000038,111.683212,48.634647,-4.804405,-5.581306,-5.106743,-0.001222,0.00009,-0.000002,0,109.875031,19.977636,-2.996223,-3.773125,-3.298561,1.808182,0.000163,0,0,0,nonvascular
86,139.864227,86.499512,136.537643,-0.717827,1.970051,1.563145,-0.28918,90.334869,117.865105,-3.835358,-0.150406,0.096375,-0.007805,0.053506,97.665855,82.303711,-11.166344,-7.330986,-0.022294,0.001312,-0.000383,0.000043,106.05114,41.389198,-19.551628,-15.71627,-8.385284,-0.001646,0.000099,-0.000002,0,106.77182,19.641878,-20.272308,-16.436951,-9.105965,-0.72068,0.00014,0,0,0,nonvascular
67,112.507774,68.907913,110.587868,-2.510631,1.93344,-7.203191,6.683901,78.626366,97.685822,-9.718452,-0.305893,0.027648,-0.047648,0.036175,89.414474,68.027946,-20.506561,-10.788109,-0.029048,0.000061,-0.000549,-0.000009,101.12484,37.181526,-32.216927,-22.498474,-11.710365,-0.001808,0.000096,-0.000002,0,104.374672,19.730455,-35.466759,-25.748306,-14.960197,-3.249832,0.000123,0,0,0,nonvascular
105,81.608826,105.061111,81.22316,1.174192,-0.827314,-5.938957,-5.979434,104.125351,79.418114,0.93576,0.026896,-0.032426,0.059136,-0.024972,100.78186,58.392979,4.279251,3.343491,-0.010557,-0.001412,-0.000106,-0.000045,100.625511,27.930428,4.4356,3.49984,0.156349,-0.001649,0.00008,-0.000001,0,101.133904,17.68541,3.927208,2.991447,-0.352043,-0.508392,0.000093,0.000001,0,0,nonvascular
96,12.727922,96.014709,15.966305,-1.564088,1.412834,4.985846,18.285835,96.564674,33.082981,-0.549965,-0.140215,-0.075781,-0.062681,-0.004168,96.370895,34.934265,-0.356186,0.193779,-0.011868,-0.004157,-0.000149,-0.00014,95.316444,21.608322,0.698265,1.24823,1.054451,-0.001424,0.000049,-0.000001,0,96.775749,17.280903,-0.76104,-0.211075,-0.404854,-1.459305,0.000059,0.000001,0,0,nonvascular
96,52.325901,96.699379,51.391529,-3.163821,-2.479067,-8.131656,-25.248611,99.666008,45.126251,-2.966629,-0.110758,-0.035111,-0.068485,0.000723,99.905296,34.105209,-3.205917,-0.239288,-0.005712,-0.003786,-0.000079,-0.000117,96.699211,21.371784,0.000168,2.966797,3.206085,-0.00111,0.000039,0,0,96.638687,16.565809,0.060692,3.027321,3.266609,0.060524,0.000054,0.000001,0,0,nonvascular
93,70.228203,92.53492,66.788116,0.449215,-0.988008,5.674378,-0.034406,90.952271,50.656635,1.582649,-0.124656,-0.078233,0.00274,-0.04481,92.001968,34.70549,0.532951,-1.049698,-0.010094,-0.003007,-0.000361,-0.000072,92.362885,18.133507,0.172035,-1.410614,-0.360916,-0.000393,-0.000006,0.000001,0,92.588539,15.712071,-0.053619,-1.636269,-0.586571,-0.225655,0.000021,0.000001,0,0,nonvascular
75,80.808418,76.423164,78.530922,-1.786688,-0.184342,-8.586423,2.318401,83.315643,66.260834,-6.892479,-0.146367,-0.050358,-0.015069,-0.032595,89.048973,45.934948,-12.625809,-5.73333,-0.00891,-0.001943,-0.000398,-0.000033,91.878838,21.738752,-15.455673,-8.563194,-2.829865,-0.000057,-0.000015,0.000002,0,92.671852,15.463873,-16.248688,-9.356209,-3.622879,-0.793015,0.00002,0.000001,0,0,nonvascular
75,0,75.000107,3.87586,-0.735784,-0.907191,1.077403,-12.512469,75.741753,24.139444,-0.741646,-0.20933,0.025582,-0.037015,-0.002906,81.467918,35.173035,-6.467812,-5.726166,-0.011997,-0.000883,-0.000511,0.00001,88.317108,22.21274,-13.317001,-12.575356,-6.84919,0.00037,-0.000034,0.000003,0,90.911865,15.331707,-15.911758,-15.170113,-9.443947,-2.594757,0.000008,0.000001,0,0,nonvascular
75,0,75,0.45752,-0.230287,0.288131,-1.067064,5.290726,74.963303,4.218181,0.036697,-0.06538,0.001898,0.007467,-0.00087,75.934586,16.295214,-0.934586,-0.971283,-0.011962,-0.001381,-0.000355,-0.000011,82.53405,18.824814,-7.53405,-7.570747,-6.599464,0.000611,-0.000047,0.000002,0,87.356766,15.23257,-12.356766,-12.393463,-11.42218,-4.822716,-0.00001,0.000001,0,0,nonvascular
67,33.941124,67.633209,32.131569,0.18902,-0.648477,-3.050075,-11.54104,70.513596,22.940367,-2.880386,0.017129,-0.018932,0.017053,0.013152,72.497849,19.763659,-4.864639,-1.984253,-0.005851,-0.002817,-0.000008,-0.000076,77.517433,18.181377,-9.884224,-7.003838,-5.019585,0.000448,-0.000036,0.000001,0,83.951118,14.917186,-16.317909,-13.437523,-11.45327,-6.433685,-0.000019,0.000001,0,0,nonvascular
