@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Derivatives_2_2_1.0 numeric
@attribute Derivatives_3_3_1.0 numeric
@attribute Derivatives_4_4_1.0 numeric
@attribute Derivatives_5_5_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Derivatives_2_2_2.0 numeric
@attribute Derivatives_3_3_2.0 numeric
@attribute Derivatives_4_4_2.0 numeric
@attribute Derivatives_5_5_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Derivatives_2_2_4.0 numeric
@attribute Derivatives_3_3_4.0 numeric
@attribute Derivatives_4_4_4.0 numeric
@attribute Derivatives_5_5_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Derivatives_2_2_8.0 numeric
@attribute Derivatives_3_3_8.0 numeric
@attribute Derivatives_4_4_8.0 numeric
@attribute Derivatives_5_5_8.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Derivatives_2_2_16.0 numeric
@attribute Derivatives_3_3_16.0 numeric
@attribute Derivatives_4_4_16.0 numeric
@attribute Derivatives_5_5_16.0 numeric
@attribute class {vessel,nonvascular,background}

@data
155,40.199501,154.885361,38.128704,0.205789,-1.254249,1.119649,-14.506082,154.496918,28.05246,0.388443,0.03165,-0.017474,-0.00689,-0.004983,153.804062,18.558863,1.081299,0.692856,0.023167,0.000178,0.00007,-0.000053,145.557144,15.369123,9.328217,8.939774,8.246918,0.002337,-0.000066,0.000002,0,124.295273,8.600137,30.590088,30.201645,29.508789,21.261871,0.000064,-0.000001,0,0,vessel
164,12.649111,163.980347,14.24851,0.531016,1.296342,-4.186122,4.31825,162.862686,20.133076,1.117661,0.182555,-0.012333,0.027623,0.011501,159.091843,18.295479,4.888504,3.770844,0.026128,-0.001746,0.000139,-0.000015,150.002335,19.741547,13.978012,12.860352,9.089508,0.002631,-0.000143,0.000003,0,125.936081,11.87284,38.044266,36.926605,33.155762,24.066254,0.000069,-0.000001,0,0,vessel
164,0,163.999985,1.005667,-0.729393,0.985966,-7.169985,-4.327826,163.772232,6.431594,0.227753,0.170521,-0.006813,0.007294,0.011519,160.883072,12.511436,3.116913,2.88916,0.027896,-0.00289,0.000169,0.000007,152.42514,19.619904,11.574844,11.347092,8.457932,0.002749,-0.000174,0.000004,0,127.081863,13.559055,36.918121,36.690369,33.801208,25.343277,0.000073,-0.000001,0,0,vessel
164,11.313708,163.986893,12.333546,0.620445,-0.297303,2.067223,4.410653,163.323853,15.248907,0.66304,0.118996,0.022959,-0.014203,-0.008435,161.609406,13.753061,2.377487,1.714447,0.02932,-0.004009,0.000175,0.000014,154.636475,20.561247,9.350418,8.687378,6.972931,0.002811,-0.000198,0.000005,-0.000001,128.334885,15.102963,35.652008,34.988968,33.274521,26.30159,0.000078,-0.000002,0,0,vessel
155,49.477268,155.822113,47.623123,-0.432952,-0.813995,-8.239975,4.270175,159.344604,38.42823,-3.522491,0.060445,0.061224,0.019566,0.007235,161.325684,37.585804,-5.503571,-1.981079,0.028142,-0.005203,0.0001,-0.000018,157.29953,34.434311,-1.477417,2.045074,4.026154,0.002672,-0.000218,0.000005,-0.000001,130.841721,18.064579,24.980392,28.502884,30.483963,26.457809,0.000091,-0.000002,0,0,vessel
155,62.032249,155.636475,60.415188,0.467702,0.196903,-4.191637,-5.710284,158.664017,53.355392,-3.027542,0.058926,-0.011019,0.055123,0.003653,160.647385,56.510986,-5.01091,-1.983368,0.023855,-0.004808,0.000026,-0.000034,157.144104,46.591335,-1.507629,1.519913,3.503281,0.002439,-0.000211,0.000005,-0.000001,131.96283,19.674757,23.673645,26.701187,28.684555,25.181274,0.000098,-0.000002,0,0,vessel
155,91.923882,155.331253,89.75724,1.417468,-1.710357,8.367219,-10.548639,157.214218,80.839798,-1.882965,0.024673,-0.089717,0.046814,-0.02384,158.536346,80.795013,-3.205093,-1.322128,0.01632,-0.003651,-0.000061,-0.000033,155.62326,59.954487,-0.292007,1.590958,2.913086,0.002088,-0.000194,0.000004,-0.000001,132.93692,21.412416,22.394333,24.277298,25.599426,22.68634,0.000106,-0.000002,0,0,vessel
135,164.638992,135.581543,162.42421,-3.073015,4.397761,-9.683347,15.968343,138.672333,150.203674,-3.09079,-0.199967,0.024452,-0.094062,0.042559,144.652069,129.723221,-9.070526,-5.979736,-0.007672,0.000032,-0.000238,0.000029,148.071396,82.807045,-12.489853,-9.399063,-3.419327,0.001056,-0.000132,0.000002,0,134.400055,24.946997,1.181488,4.272278,10.252014,13.671341,0.000122,-0.000002,0,0,vessel
116,125.283676,116.854919,127.292168,-1.975142,-0.701629,3.84188,-14.093994,122.579094,139.150681,-5.724174,-0.272698,0.104004,-0.087504,0.050013,132.978958,137.622925,-16.124039,-10.399864,-0.022065,0.001767,-0.000308,0.000062,142.396042,88.635422,-25.541122,-19.816948,-9.417084,0.000409,-0.000091,0,0,134.922821,26.475189,-18.067902,-12.343727,-1.943863,7.473221,0.000131,-0.000002,0,0,vessel
110,64,109.83847,66.868423,0.890225,-0.3539,-2.405073,28.726141,109.196838,80.964981,0.641632,-0.148887,0.001291,0.036853,-0.069325,113.151199,90.944649,-3.312729,-3.954361,-0.04775,0.003133,-0.000308,0.000055,127.551117,76.225983,-17.712646,-18.354279,-14.399918,-0.001368,-0.000009,-0.000004,0,131.67189,31.05551,-21.83342,-22.475052,-18.520691,-4.120773,0.000129,-0.000002,0,0,vessel
87,85.708809,87.098808,83.201607,0.183507,0.944417,1.343666,-6.153384,88.649384,69.396454,-1.550575,-0.058074,-0.002241,0.033035,0.037551,95.670586,50.357052,-8.571777,-7.021202,-0.060067,0.002898,-0.000223,0.000006,117.705872,54.83239,-30.607063,-29.056488,-22.035286,-0.002759,0.000074,-0.000006,0,132.479141,31.024885,-45.380333,-43.829758,-36.808556,-14.77327,0.000142,-0.000002,0,0,vessel
76,46.669048,76.87075,47.120689,-1.042579,2.321676,-3.301199,12.189292,81.427742,44.834713,-4.556992,-0.13563,0.010706,-0.033086,0.066763,91.040642,19.996559,-14.169891,-9.6129,-0.059994,0.002226,-0.000189,-0.000032,114.991158,40.329136,-38.120407,-33.563416,-23.950516,-0.003333,0.000108,-0.000007,0,133.091553,30.425804,-56.220802,-51.663811,-42.050911,-18.100395,0.000147,-0.000002,0,0,vessel
87,96,87.080849,91.474495,0.571654,-0.368523,5.843204,-4.051475,88.029213,69.223335,-0.948364,-0.095253,-0.018846,0.005244,0.015693,94.008881,39.125484,-6.928032,-5.979668,-0.051729,0.000875,-0.000091,-0.000045,111.697433,19.139395,-24.616585,-23.668221,-17.688553,-0.004421,0.000141,-0.000009,0.000001,130.256058,31.030649,-43.175209,-42.226845,-36.247177,-18.558624,0.000134,-0.000001,0,0,vessel
104,81.608826,103.437927,82.78373,-0.664387,-2.436512,-5.15237,-7.380475,101.419479,87.979149,2.018448,-0.105841,-0.105529,0.022756,-0.081503,105.809349,79.590462,-2.371422,-4.38987,-0.031755,0.000244,-0.00013,-0.000041,118.483009,39.874275,-15.045082,-17.06353,-12.67366,-0.004575,0.000156,-0.000008,0,133.123215,28.892153,-29.685287,-31.703735,-27.313866,-14.640205,0.00014,-0.000001,0,0,vessel
141,203.342072,141.702209,197.054245,-2.718881,1.065414,-20.727625,11.939176,143.346909,162.259171,-1.644699,-0.068187,0.028649,-0.049452,0.018203,141.714767,115.786125,-0.012558,1.632141,0.006939,-0.000908,-0.000038,-0.000017,135.524536,67.204391,6.177673,7.822372,6.190231,-0.003588,0.000067,-0.000003,0,131.527313,32.134712,10.174896,11.819595,10.187454,3.997223,0.000097,-0.000001,0,0,vessel
188,61.611687,186.786987,63.947086,0.372978,0.340223,-0.339552,36.802711,181.057083,75.83017,5.729904,0.14808,-0.096194,0.025687,-0.050897,171.582962,83.99791,15.204025,9.474121,0.030294,-0.000798,0.000122,-0.000053,153.469452,64.865868,33.317535,27.587631,18.11351,-0.001666,-0.000025,0.000001,0,134.453476,33.576534,52.333511,46.603607,37.129486,19.015976,0.000071,0,0,0,vessel
188,46.043457,188.449951,47.372692,-1.273814,1.96496,-12.500981,-2.899947,187.930832,55.512024,0.519119,0.058204,-0.054679,-0.026117,0.014049,180.670776,65.543449,7.779175,7.260056,0.035353,-0.000468,0.000144,-0.000054,161.261139,57.912151,27.188812,26.669693,19.409637,-0.000811,-0.000047,0.000003,0,137.450363,32.042885,50.999588,50.480469,43.220413,23.810776,0.000069,0,0,0,vessel
201,52,199.509567,50.546875,0.20358,0.487936,15.157698,-5.416837,194.121948,45.593628,5.387619,-0.01229,-0.000435,-0.041177,0.048729,187.55809,48.193901,11.951477,6.563858,0.036838,-0.000193,0.000158,-0.000036,168.008545,49.007175,31.501022,26.113403,19.549545,0.000072,-0.000066,0.000003,0,140.290741,29.896978,59.218826,53.831207,47.267349,27.717804,0.000068,0,0,0,vessel
201,0,201,2.058105,-0.81474,-0.101161,-7.319443,0.46842,200.701019,12.06344,0.298981,0.01842,0.030136,-0.004055,-0.001019,195.562653,19.043987,5.437347,5.138367,0.029425,-0.000139,0.000177,0.000043,177.858582,30.101759,23.141418,22.842438,17.704071,0.001845,-0.000089,0.000004,0,145.097855,23.857912,55.902145,55.603165,50.464798,32.760727,0.000064,0.000001,0,0,vessel
201,0,201,0.039215,-0.89728,-0.045399,1.110118,-0.216535,200.963043,2.179282,0.036957,0.065329,0.017234,0.002345,-0.023385,197.156937,8.976961,3.843063,3.806107,0.02216,-0.000504,0.000157,0.000078,181.034683,21.891748,19.965317,19.92836,16.122253,0.0027,-0.000091,0.000005,0,146.885742,20.14197,54.114258,54.077301,50.271194,34.148941,0.000061,0.000001,0,0,vessel
201,1.414214,200.998291,4.627368,0.05173,-0.642113,0.39268,1.362133,200.43219,23.732183,0.566101,0.0574,0.001399,0.010536,-0.020845,195.699509,31.989416,5.298782,4.732681,0.014416,-0.000438,0.000121,0.000071,181.259979,28.435839,19.738312,19.172211,14.439529,0.003384,-0.000103,0.000004,0,145.970535,23.170588,55.027756,54.461655,49.728973,35.289444,0.000036,0.000001,0,0,vessel
200,8.485281,200.070908,10.777291,0.327426,0.004128,-0.399744,8.399564,199.628006,24.831348,0.442902,0.030482,0.050585,-0.003515,0.008973,195.207031,32.206867,4.863876,4.420975,0.001185,-0.001949,-0.000077,0.000048,182.685165,27.139458,17.385742,16.942841,12.521866,0.004647,-0.000067,0.000004,0,147.371643,16.897165,52.699265,52.256363,47.835388,35.313522,0.000032,0.000002,0,0,vessel
200,18.384777,199.769028,19.159155,-0.078406,-1.745648,2.389625,-22.595018,198.542358,26.037441,1.226669,-0.007792,0.054296,-0.004122,0.017766,194.327774,32.970657,5.441254,4.214584,-0.000958,-0.002544,-0.000275,-0.000003,182.296448,27.269951,17.47258,16.245911,12.031326,0.005173,-0.000042,0.000004,0,147.239151,14.56336,52.529877,51.303207,47.088623,35.057297,0.00003,0.000002,0,0,vessel
197,25.455845,196.999969,25.613152,-0.676808,0.654235,-2.627681,5.136008,196.672424,28.628214,0.327545,-0.051541,0.027576,0.011901,0.011785,192.923737,34.545498,4.076233,3.748688,0.001128,-0.002692,-0.000478,-0.000066,181.174377,27.331581,15.825592,15.498047,11.749359,0.005611,-0.000015,0.000004,0,146.553406,13.445383,50.446564,50.119019,46.370331,34.620972,0.000027,0.000002,0,0,vessel
194,29.698484,193.691513,30.997536,0.945508,-0.6647,2.970076,-14.829518,192.162689,37.215141,1.528824,-0.159114,-0.068156,0.023207,0.013239,188.48082,37.97113,5.210693,3.68187,0.017075,-0.001073,-0.000597,-0.000145,176.514297,29.051907,17.177216,15.648392,11.966522,0.006164,0.000042,0.000004,0,143.61763,15.928189,50.073883,48.545059,44.86319,32.896667,0.000021,0.000002,0,0,vessel
190,53.740116,189.835144,52.567574,-0.034937,-1.526299,1.897895,-1.33918,188.627518,46.462376,1.207626,-0.180884,-0.105811,-0.023487,0.003282,185.310669,37.889816,4.524475,3.316849,0.028242,0.000545,-0.000417,-0.000128,172.867859,33.112331,16.967285,15.759659,12.44281,0.00625,0.000068,0.000004,0,141.445404,18.938213,48.38974,47.182114,43.865265,31.422455,0.000018,0.000003,0,0,vessel
184,65.053825,183.854782,62.353424,-1.181676,-0.606203,2.420938,-12.844994,183.606445,48.27647,0.248337,-0.115545,-0.115813,-0.070309,-0.029122,181.408752,36.960678,2.44603,2.197693,0.038686,0.002308,-0.000094,-0.00007,168.307861,40.585464,15.546921,15.298584,13.100891,0.006195,0.000089,0.000004,0,138.871246,22.529778,44.983536,44.735199,42.537506,29.436615,0.000015,0.000003,0,0,vessel
176,11.313708,176.013107,12.271208,-1.621112,-1.986555,-5.259084,-3.297902,176.283691,27.918646,-0.270584,0.295066,0.003464,-0.042258,-0.066034,171.496384,59.954128,4.516724,4.787308,0.048762,0.004736,0.000646,0.000098,156.503174,63.668228,19.509933,19.780518,14.99321,0.005645,0.000114,0.000003,0,132.757568,30.41186,43.255539,43.526123,38.738815,23.745605,0.000007,0.000003,0,0,vessel
174,9.486833,174.146866,9.649378,-1.621147,0.055869,-1.119806,18.477453,174.334732,9.158273,-0.187866,-0.013846,-0.1171,-0.074055,-0.04231,171.449234,13.06513,2.697632,2.885498,0.039489,0.002884,0.000245,-0.000043,158.168427,34.30772,15.978439,16.166306,13.280807,0.004863,0.000154,0.000003,0,132.906677,18.12248,41.240189,41.428055,38.542557,25.261749,0.000005,0.000003,0,0,vessel
174,2.828427,174.003281,3.50752,-1.972254,-2.932767,-3.25948,-22.458342,173.916748,13.519427,0.086533,0.140249,-0.070653,-0.064847,-0.083387,169.437531,38.996796,4.56575,4.479218,0.039337,0.003609,0.000447,0.000035,154.281906,50.213963,19.721375,19.634842,15.155624,0.004521,0.000154,0.000002,0,130.764191,22.078888,43.23909,43.152557,38.67334,23.517715,0.000008,0.000003,0,0,vessel
174,74.632431,173.098633,78.203285,1.608367,-1.429619,4.600993,-12.762459,168.433853,97.384468,4.66478,0.407363,0.13374,0.079469,0.017993,158.884247,112.22892,14.214386,9.549606,0.026462,0.003723,0.000527,0.000143,144.180252,83.538849,28.918381,24.253601,14.703995,0.003489,0.000131,0.000002,0,126.227676,31.546251,46.870956,42.206177,32.65657,17.952576,0.000014,0.000003,0,0,vessel
179,24.331051,179.203094,28.14394,-0.383885,-1.343777,-5.109266,-1.506163,178.365067,51.116127,0.838028,0.147407,0.053075,0.007927,-0.005109,170.713211,81.393791,8.489883,7.651855,0.020399,0.002367,0.000119,0.000084,153.99379,73.760864,25.209305,24.371277,16.719421,0.002729,0.00012,0.000003,0,129.591141,26.150875,49.611954,48.773926,41.12207,24.402649,0.000048,0.000004,0,0,vessel
182,91.662422,181.338928,95.797707,1.27583,-0.316549,-5.488628,-4.303553,176.388779,118.843399,4.95015,0.301439,0.076637,0.079242,0.021741,164.738098,134.947784,16.60083,11.650681,0.009767,0.000918,0.000175,0.000092,148.126297,101.247879,33.212631,28.262482,16.611801,0.001535,0.000075,0.000002,0,128.008957,37.950233,53.329971,48.379822,36.729141,20.11734,0.00007,0.000004,0,0,vessel
185,39.623226,185.679703,37.816124,-1.238355,1.506633,-9.696921,27.13224,187.625488,30.13382,-1.945786,0.085539,0.048503,-0.002755,0.014272,184.454681,43.30669,1.225021,3.170807,0.018252,-0.001369,0.000035,0.00004,167.14209,63.227047,18.537613,20.483398,17.312592,0.001679,0.000086,0.000004,0,136.343674,29.050705,49.336029,51.281815,48.111008,30.798416,0.000122,0.000003,0,0,vessel
194,38.183765,193.317001,36.320904,-0.028366,-2.921713,3.493263,-28.429153,190.93576,30.831221,2.381241,0.11569,0.049438,0.006314,0.019953,185.422867,52.248314,7.894135,5.512894,0.012994,-0.001739,0.000157,0.000056,166.42955,72.476631,26.887451,24.50621,18.993317,0.001171,0.00007,0.000003,0,136.951431,34.446064,56.36557,53.984329,48.471436,29.478119,0.00014,0.000003,0,0,vessel
194,25.455845,193.544632,26.3055,0.350394,2.302577,5.066244,34.829266,191.59259,36.347687,1.952042,0.097215,0.006696,-0.000194,-0.012469,184.377869,69.058571,9.166763,7.214722,0.002724,-0.001552,0.000316,0.000043,164.205017,86.51667,29.339615,27.387573,20.172852,0.000228,0.000042,0,0,138.02803,44.060631,55.516602,53.56456,46.349838,26.176987,0.000175,0.000003,0,0,vessel
188,29.698484,188.450363,30.682032,-0.690983,-1.053538,-7.919909,-8.244266,189.22319,41.678547,-0.772827,0.100208,-0.003091,-0.00143,-0.028605,182.448227,76.489243,6.002136,6.774963,-0.001566,-0.001027,0.000339,0.000024,162.949417,91.753319,25.500946,26.273773,19.49881,-0.000143,0.000031,-0.000001,0,138.530243,48.195011,49.92012,50.692947,43.917984,24.419174,0.000192,0.000003,0,0,vessel
188,16.492422,188.226044,16.016325,-0.365185,-0.432979,-3.311635,-2.636918,188.841339,15.084464,-0.615295,0.078657,-0.008227,-0.013231,-0.000158,186.552261,35.473225,1.673782,2.289078,-0.009264,-0.000214,0.000288,0.000019,172.206009,69.917564,16.020035,16.63533,14.346252,0.000112,0.000044,-0.000002,0,145.037155,44.161354,43.188889,43.804184,41.515106,27.168854,0.00024,0.000003,0,0,vessel
188,16.552946,188.085693,15.98583,-0.164131,0.893936,-0.61821,9.203111,188.691788,12.665061,-0.606094,0.004413,-0.01968,-0.017376,-0.005651,188.561035,12.022087,-0.475342,0.130753,-0.016243,-0.000368,0.000122,0.00002,179.306168,45.072075,8.779526,9.38562,9.254868,0.000596,0.000064,-0.000002,0,149.938141,35.982819,38.147552,38.753647,38.622894,29.368027,0.000269,0.000002,0,0,vessel
200,110.860275,200.308411,106.846466,0.734237,7.530574,-1.230851,68.610115,201.122864,85.558174,-0.814453,0.030129,0.088418,0.0252,0.070853,199.582169,55.66758,0.726242,1.540695,-0.008977,0.001603,0.000019,0.000089,193.305679,28.278393,7.002731,7.817184,6.276489,0.002217,0.000046,-0.000004,0,163.342316,25.680885,36.966095,37.780548,36.239853,29.963364,0.000401,0.000001,0,0,vessel
230,73.539108,229.134109,73.823647,1.594401,-8.41356,1.600884,-52.490005,224.45549,71.874489,4.678619,0.286687,0.002362,0.073428,-0.049757,215.323196,54.89534,13.810913,9.132294,0.01191,0.000776,0.000343,0.000029,199.775894,30.661392,29.358215,24.679596,15.547302,0.003118,0.00003,-0.000004,0,166.127609,26.789818,63.0065,58.327881,49.195587,33.648285,0.000427,0.000001,0,0,vessel
230,17.088007,229.973831,19.961794,-0.613122,1.066182,-3.095967,50.731209,228.451019,32.567616,1.522812,0.238889,-0.05593,0.012894,-0.061029,220.882568,37.393143,9.091263,7.568451,0.018467,0.000171,0.000413,-0.000014,202.858231,29.084858,27.115601,25.592789,18.024338,0.003644,0.000026,-0.000004,0,167.38269,27.150311,62.591141,61.068329,53.499878,35.47554,0.000436,0,0,0,vessel
230,21.213203,229.62056,20.095013,-0.752945,3.979714,1.378885,6.64326,228.241013,15.794662,1.379547,0.108712,-0.063564,-0.039815,-0.006368,223.694519,19.900778,5.926041,4.546494,0.02107,-0.000287,0.000395,-0.000053,205.49321,26.670296,24.12735,22.747803,18.201309,0.004194,0.000024,-0.000003,0,168.561371,27.392273,61.059189,59.679642,55.133148,36.931839,0.000441,0,0,0,vessel
230,10,229.983643,10.30586,-1.041435,-0.392817,3.05955,18.899845,229.164154,7.867476,0.819489,0.152753,0.024738,-0.046127,-0.002254,223.520554,23.044722,6.463089,5.6436,0.021648,-0.000199,0.000441,-0.000028,206.269608,19.573359,23.714035,22.894547,17.250946,0.004877,0.000007,-0.000003,0,171.01178,16.19095,58.971863,58.152374,52.508774,35.257828,0.000467,0,0,0,vessel
225,7.071068,225.008072,11.232867,-0.202056,1.074083,0.801128,7.989917,224.626053,36.501965,0.382019,-0.003147,-0.036014,-0.017027,-0.03004,219.692917,47.192719,5.315155,4.933136,0.01525,0.001086,-0.000011,0.000013,208.162079,28.439249,16.845993,16.463974,11.530838,0.00656,-0.00002,0,0,174.036194,7.79774,50.971878,50.589859,45.656723,34.125885,0.000487,-0.000001,0,0,vessel
193,145.086182,194.163193,139.867844,-0.746381,0.291059,-2.904534,-4.697285,200.010742,109.614594,-5.847549,-0.14811,-0.005594,-0.024232,-0.007793,203.50087,76.376244,-9.337677,-3.490128,0.0141,0.001253,-0.000316,0.000087,201.206696,58.662266,-7.043503,-1.195953,2.294174,0.007937,-0.000059,0.000003,0,172.553329,25.249887,21.609863,27.457413,30.94754,28.653366,0.00049,-0.000001,0,0,vessel
193,59.396969,193.536194,62.010395,-0.819053,0.12408,0.342654,20.109671,196.152512,76.211281,-2.616318,-0.129831,-0.023359,-0.056529,-0.015174,201.459808,77.005936,-7.923615,-5.307297,0.026188,-0.001884,0.000159,-0.000054,197.948624,70.716179,-4.41243,-1.796112,3.511185,0.008175,-0.000057,0.000004,0,169.67395,35.336933,23.862244,26.478561,31.785858,28.274673,0.000455,-0.000001,0,0,vessel
193,59.396969,193.536133,60.870895,-0.48808,1.748631,-0.957094,29.468218,195.782394,69.240234,-2.246262,0.089844,-0.108998,-0.027408,-0.017658,198.105316,79.95578,-4.569183,-2.322922,0.029446,-0.003363,0.000461,-0.000149,190.649445,82.08873,2.886688,5.13295,7.455872,0.007663,-0.000044,0.000004,0,164.792206,43.718113,28.743927,30.990189,33.31311,25.857239,0.000425,0,0,0,vessel
190,62.514,189.181061,66.149696,1.703591,-0.699302,7.298245,4.008942,185.191101,86.996536,3.98996,0.271062,-0.042605,0.067746,-0.009596,178.019135,107.079445,11.161926,7.171967,0.01722,-0.001575,0.000274,-0.000072,167.812469,100.953751,21.368591,17.378632,10.206665,0.00601,-0.000022,0.000002,0,152.014801,56.706673,37.16626,33.1763,26.004333,15.797668,0.000397,0,0,0,vessel
174,185.779434,173.500534,183.009659,0.935698,2.335105,-2.931485,17.570818,169.779297,166.208344,3.721237,0.156163,0.036239,0.044845,0.012006,162.786453,136.970062,10.714081,6.992844,0.010127,-0.000055,0.000063,0,154.894958,106.988235,18.605576,14.884338,7.891495,0.00498,-0.000008,0.000002,0,144.616135,60.759247,28.884399,25.163162,18.170319,10.278824,0.000375,0,0,0,vessel
141,256.530701,141.326416,249.828613,-0.719468,0.259815,0.988129,-7.191514,143.194595,210.745834,-1.868179,-0.066116,0.080515,-0.019282,0.023908,143.952805,153.991135,-2.626389,-0.758209,0.004411,0.001395,-0.000122,0.00006,141.468323,109.936111,-0.141907,1.726273,2.484482,0.003868,0.000007,0.000001,0,136.822388,63.23238,4.504028,6.372208,7.130417,4.645935,0.000349,0,0,0,vessel
104,98.600204,105.038826,100.721046,-1.321881,-3.202631,-5.957454,-23.965981,110.460503,111.876495,-5.421677,-0.099876,-0.006927,-0.007183,-0.033391,115.691902,114.625961,-10.653076,-5.2314,0.001119,0.002552,-0.000153,0.000083,119.264915,99.136063,-14.226089,-8.804413,-3.573013,0.001438,0.000056,-0.000001,0,122.030685,61.593117,-16.991859,-11.570183,-6.338783,-2.76577,0.000259,0.000001,0,0,vessel
104,76.941536,104.13868,78.856522,1.077628,0.305393,-0.006909,10.320966,104.084167,88.711433,0.054512,0.048962,-0.052405,0.019804,-0.037144,104.744347,98.933151,-0.605667,-0.660179,0.005468,0.00229,0.000087,0.000048,107.924965,94.141533,-3.786285,-3.840797,-3.180618,0.000361,0.000066,-0.000002,0,114.483734,60.191833,-10.345055,-10.399567,-9.739388,-6.558769,0.000223,0.000001,0,0,vessel
100,96.166519,99.328445,94.646034,0.396535,1.654369,9.079243,31.478994,97.459503,89.898643,1.868942,0.160055,-0.036768,0.017274,-0.002694,96.126373,92.303062,3.202072,1.33313,0.010157,0.00172,0.000329,0.000019,97.633331,88.766136,1.695114,-0.173828,-1.506958,-0.000652,0.000073,-0.000002,0,107.242249,57.919498,-7.913803,-9.782745,-11.115875,-9.608917,0.000185,0.000001,0,0,vessel
100,96.332756,99.334953,93.73558,0.374223,0.479072,11.08157,27.896097,97.623795,82.418549,1.711159,0.169375,0.018481,0.014025,-0.008272,95.318741,74.581848,4.016212,2.305054,0.018883,0.001285,0.000558,0.000012,92.110168,69.22757,7.224785,5.513626,3.208572,-0.002018,0.000102,-0.000002,0,99.261185,47.128777,0.073769,-1.63739,-3.942444,-7.151016,0.000059,0.000002,0,0,vessel
104,48.020828,104.269203,49.032234,0.782017,1.488656,-6.875573,3.803553,103.640144,53.008831,0.629059,0.125368,0.015439,0.007984,-0.013806,100.547752,56.616669,3.721451,3.092392,0.016338,0.001395,0.000421,0.000014,97.147285,61.197285,7.121918,6.492859,3.400467,-0.001775,0.000112,-0.000002,0,101.854889,43.805847,2.414314,1.785255,-1.307137,-4.707603,0.000037,0.000002,0,0,vessel
104,16.970562,104.0196,16.995665,-0.809046,-0.208151,-0.99214,-5.254416,104.611763,23.961721,-0.592163,0.023953,0.009804,-0.01224,-0.002715,103.653946,38.053093,0.365654,0.957817,0.010598,0.001151,0.000204,0.000017,101.35997,52.230656,2.65963,3.251793,2.293976,-0.001518,0.000119,-0.000002,0,104.335419,39.814625,-0.315819,0.276344,-0.681473,-2.975449,0.000015,0.000002,0,0,vessel
107,13.416408,106.767456,12.889812,0.290396,-0.203965,2.001842,-4.864662,105.875458,10.383085,0.891998,-0.048634,-0.022429,-0.004017,0.012643,105.566422,9.473483,1.201035,0.309036,-0.00442,0.000574,-0.000136,-0.000001,104.715225,27.474222,2.052231,1.160233,0.851196,-0.000623,0.000096,-0.000001,0,105.769073,26.438353,0.998383,0.106384,-0.202652,-1.053848,-0.000098,0.000003,0,0,vessel
107,12,106.878838,11.767201,0.23868,0.02266,0.367969,0.404721,106.281639,10.514187,0.597198,-0.03612,-0.018596,0.00985,0.013248,106.320976,8.180929,0.557861,-0.039337,-0.011239,-0.000814,-0.000177,-0.000031,107.440041,21.056004,-0.561203,-1.158401,-1.119064,-0.000091,0.000091,-0.000001,0,108.326538,22.146345,-1.447701,-2.044899,-2.005562,-0.886497,-0.000111,0.000003,0,0,vessel
107,4.24264,106.995117,4.591357,-0.039411,-0.118875,-1.807189,-1.740513,106.882675,6.925107,0.112442,-0.038019,-0.013538,0.009292,-0.01506,107.795761,11.947181,-0.800644,-0.913086,-0.019614,-0.002589,-0.00017,-0.000058,111.73243,16.208231,-4.737312,-4.849754,-3.936668,0.001011,0.000075,0,0,112.458206,13.934636,-5.463089,-5.575531,-4.662445,-0.725777,-0.000133,0.000003,0,0,vessel
110,26.832815,109.898491,27.555504,-0.877774,2.430858,0.433344,7.217428,110.338356,29.437731,-0.439865,-0.058406,0.007897,-0.011926,0.026905,112.759689,27.551111,-2.861198,-2.421333,-0.017039,-0.002044,-0.000188,-0.000025,116.523613,27.302801,-6.625122,-6.185257,-3.763924,0.002244,0.000032,0,0,114.620445,18.097246,-4.721954,-4.282089,-1.860756,1.903168,-0.000168,0.000003,0,0,vessel
